Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 93.3921, 6.60793, 17.0508
2, 93.3921, 6.60793, 17.071
3, 89.8678, 10.1322, 16.9464
4, 92.0705, 7.92952, 17.2118
5, 92.511, 7.48899, 17.1141
promedio, 92.2467, 7.7533, 17.0788
solucion: [ 0.0337757, 0.285029, 0.39977, 0.491096, 0.587816, 0.427107, 0.426772, 0.414654, 0.268304, 0.458553, 0.473143, 0.414333, 0.231359, 0.0552062, 0.570186, 0.409022, 0.507048, 0.499108, 0.522435, 0.515124, 0.33778, 0.350244, 0.437201, 0.369355, 0.717006, 0.456534, 0.393582, 0.406852, 0.425123, 0.371092, 0.731903 ]
