Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 92.9515, 7.04846, 17.029
2, 90.3084, 9.69163, 17.0275
3, 89.8678, 10.1322, 17.1414
4, 92.9515, 7.04846, 16.8977
5, 92.9515, 7.04846, 17.066
promedio, 91.8062, 8.19383, 17.0323
solucion: [ 0.0350748, 0.462004, 0.32094, 0.302454, 0.420544, 0.363786, 0.381036, 0.311216, 0.453274, 0.460823, 0.438219, 0.323531, 0.185396, 0.0881775, 0.526075, 0.299983, 0.325029, 0.446797, 0.487401, 0.551822, 0.220415, 0.580749, 0.443852, 0.494848, 0.820552, 0.381797, 0.400657, 0.225333, 0.372513, 0.402349, 0.350447 ]
