Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 89.4273, 10.5727, 0.602471
2, 93.8326, 6.1674, 1.78402
3, 87.6652, 12.3348, 0.604509
4, 92.9515, 7.04846, 1.19341
5, 94.7137, 5.28634, 2.3709
promedio, 91.7181, 8.28194, 1.31106
solucion: [ 0.0385569, 0.310749, 0.528047, 0.251186, 0.291611, 0.399433, 0.462232, 0.411271, 0.223436, 0.328589, 0.363022, 0.217897, 0.198526, 0.0931035, 0.329144, 0.409758, 0.280937, 0.114761, 0.423702, 0.449477, 0.497055, 0.385356, 0.630302, 0.820725, 0.774139, 0.501048, 0.33673, 0.373944, 0.708337, 0.660685, 0.496364 ]
