Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 82.3913, 17.6087, 108.385
2, 87.8804, 12.1196, 156.496
3, 79.7826, 20.2174, 214.823
4, 90.2717, 9.72826, 187.683
5, 74.8913, 25.1087, 53.8632
promedio, 83.0435, 16.9565, 144.25
solucion: [ 0.0194824, 0.0422688, 0.130319, 0, 0.160381, 0.134394, 0.42241, 0.205242, 2.90751e-06, 1.75767e-05, 0.118139, 2.96902e-05, 0.0337002, 7.51893e-06, 3.31374e-06, 0.569947, 0.22752, 0.139425, 0.000142578, 3.87437e-06, 0.117418, 0.068403, 0.0111305, 0.119185, 0.548698, 0.144042, 0.154046, 2.35186e-05, 0.139507, 1.2661e-05, 1.00285e-05, 9.0193e-06, 1.48628e-05, 0.114427, 1.66301e-05, 1.15113e-05, 0.132211, 0.138627, 0.151524, 1.14501e-05, 6.74549e-06, 3.76145e-05, 0.086385, 8.33081e-06, 5.89319e-05, 0.185287, 7.3314e-08, 1.00261e-06, 4.51675e-06, 0.149571, 0.175468, 0.200156, 2.97002e-06, 1.54493e-06, 0.0473851, 0.271534, 0.387909 ]
