Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 85.7609, 14.2391, 101.454
2, 83.4239, 16.5761, 101.813
3, 84.2935, 15.7065, 96.7718
4, 91.1957, 8.80435, 106.709
5, 86.25, 13.75, 103.161
promedio, 86.1848, 13.8152, 101.982
solucion: [ 0.611549, 0.551047, 0.411078, 0.627975, 0.354812, 0.439699, 0.393721, 0.600944, 0.589291, 0.254637, 0.497442, 0.480881, 0.479943, 0.576606, 0.33571, 0.568482, 0.438334, 0.418384, 0.476241, 0.551168, 0.545995, 0.446249, 0.417891, 0.434958, 0.432255, 0.381183, 0.599864, 0.531419, 0.401345, 0.592474, 0.611464, 0.409236, 0.601043, 0.451558, 0.53255, 0.464171, 0.472382, 0.693521, 0.516703, 0.407898, 0.548971, 0.369446, 0.600594, 0.634952, 0.617539, 0.433971, 0.557792, 0.436809, 0.485076, 0.701517, 0.199859, 0.656109, 0.580081, 0.576659, 0.608229, 0.325054, 0.104338 ]
