Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 90.7609, 9.23913, 140.254
2, 80.4891, 19.5109, 33.0097
3, 82.663, 17.337, 86.9464
4, 93.2065, 6.79348, 191.334
5, 91.087, 8.91304, 137.596
promedio, 87.6413, 12.3587, 117.828
solucion: [ 0.320817, 0.35301, 0.274401, 0.30849, 0.299613, 0.553626, 0.310169, 0.251778, 0.540794, 0.365077, 0.274298, 0.284747, 0.228142, 0.217239, 0.466186, 0.555466, 0.250718, 0.478916, 0.428445, 0.248584, 0.2891, 0.38504, 0.362692, 0.494297, 0.687351, 0.448625, 0.589968, 0.505138, 0.53468, 0.495141, 0.255821, 0.30565, 0.309774, 0.549241, 0.337706, 0.331637, 0.338459, 0.540532, 0.55398, 0.44479, 0.472224, 0.740583, 0.506903, 0.556161, 0.360274, 0.388666, 0.293647, 0.493092, 0.271348, 0.436565, 0.198298, 0.528202, 0.560752, 0.301944, 0.214827, 0.281066, 0.194387 ]
