Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 98.3333, 1.66667, 0.106426
2, 98.3333, 1.66667, 0.015299
3, 98.3333, 1.66667, 0.019395
4, 100, 0, 0.082493
5, 100, 0, 0.124456
promedio, 99, 1, 0.0696138
solucion: [ 0.42332, 0.676786, 0.625059, 0.793053 ]
