Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 98.3333, 1.66667, 0
2, 98.3333, 1.66667, 0
3, 98.3333, 1.66667, 0
4, 98.3333, 1.66667, 0
5, 98.3333, 1.66667, 0
promedio, 98.3333, 1.66667, 0
