Particion, Aciertos(%) , Error(%), Tiempo(sg) 
1, 98.3333, 1.66667, 0.334586
2, 100, 0, 0.345401
3, 98.3333, 1.66667, 0.333558
4, 100, 0, 0.335266
5, 98.3333, 1.66667, 0.343238
promedio, 99, 1, 0.33841
solucion: [ 0.762056, 0.671682, 0.570012, 0.507079 ]
